heart_rate,light,stress_score,stress_category
135,975,78.1,High Stress
77,2159,26.6,Normal
110,1892,57.1,Moderate Stress
91,1877,46.3,Mild Stress
149,739,87.9,High Stress
112,1193,58.7,Moderate Stress
70,3315,17.8,Relaxed
72,1817,27.4,Normal
92,1401,47.0,Mild Stress
97,2013,46.3,Mild Stress
93,1491,54.0,Mild Stress
95,2358,41.3,Mild Stress
63,3018,13.8,Relaxed
65,2767,17.1,Relaxed
112,1356,62.5,Moderate Stress
94,1506,48.9,Mild Stress
133,527,80.8,High Stress
137,917,77.4,High Stress
136,100,86.9,High Stress
121,543,72.9,High Stress
62,3081,17.9,Relaxed
70,2396,25.1,Normal
68,2285,25.5,Normal
101,583,63.5,Moderate Stress
130,645,79.2,High Stress
98,1269,51.9,Moderate Stress
107,1302,65.1,Moderate Stress
58,3260,12.6,Relaxed
65,2954,14.6,Relaxed
59,3723,10.2,Relaxed
61,3217,12.5,Relaxed
71,2536,34.8,Normal
51,3806,9.2,Relaxed
58,3608,12.4,Relaxed
80,2519,26.4,Normal
66,3159,23.2,Normal
59,3631,6.6,Relaxed
84,2362,36.5,Normal
67,3069,11.7,Relaxed
91,1935,43.5,Mild Stress
85,2408,37.1,Normal
148,673,87.8,High Stress
95,2069,47.1,Mild Stress
132,477,85.9,High Stress
107,740,65.3,Moderate Stress
79,2492,32.6,Normal
75,2604,25.0,Normal
74,2416,30.1,Normal
98,1892,47.1,Mild Stress
120,704,68.7,High Stress
77,2073,31.8,Normal
129,860,83.4,High Stress
115,1330,70.6,Moderate Stress
79,1714,42.4,Mild Stress
108,1564,56.1,Moderate Stress
64,3216,14.9,Relaxed
89,1649,40.7,Mild Stress
146,454,88.0,High Stress
116,672,70.0,High Stress
132,360,86.3,High Stress
130,1184,73.4,High Stress
79,2578,33.3,Normal
80,2537,30.8,Normal
72,3087,20.0,Normal
105,1204,61.7,Moderate Stress
84,2067,38.5,Mild Stress
104,1033,58.8,Moderate Stress
129,849,79.8,High Stress
62,3691,11.2,Relaxed
111,1420,58.7,Moderate Stress
85,2137,44.3,Mild Stress
91,1561,48.2,Mild Stress
97,1733,53.6,Mild Stress
61,2905,17.8,Relaxed
96,1743,46.1,Mild Stress
138,965,77.1,High Stress
82,2320,35.1,Normal
97,1191,53.9,Mild Stress
65,3282,15.7,Relaxed
99,1334,52.2,Moderate Stress
65,3953,9.0,Relaxed
91,1978,43.2,Mild Stress
104,1515,49.9,Moderate Stress
73,2495,31.3,Normal
109,920,64.0,Moderate Stress
81,2978,29.3,Normal
77,2643,26.1,Normal
93,1873,44.9,Mild Stress
72,2991,18.2,Normal
86,1088,49.4,Mild Stress
91,1634,46.5,Mild Stress
60,2753,19.9,Relaxed
66,3285,23.9,Relaxed
63,3241,14.2,Relaxed
62,3236,16.0,Relaxed
104,1165,62.1,Moderate Stress
137,255,85.1,High Stress
95,893,57.5,Moderate Stress
92,1969,41.8,Mild Stress
88,2118,37.8,Mild Stress
98,1861,51.3,Mild Stress
116,1192,68.5,Moderate Stress
63,4095,3.5,Relaxed
85,1557,47.3,Mild Stress
79,3060,25.9,Normal
116,718,70.7,High Stress
64,3068,15.4,Relaxed
131,487,76.3,High Stress
94,1315,46.8,Mild Stress
59,3107,14.0,Relaxed
92,1847,47.5,Mild Stress
79,2060,35.5,Normal
68,3484,18.4,Relaxed
69,2074,29.2,Normal
122,416,66.2,High Stress
65,3472,18.7,Relaxed
70,3238,23.3,Normal
67,3807,7.9,Relaxed
74,3427,12.4,Normal
61,3185,10.9,Relaxed
87,1676,47.9,Mild Stress
63,3129,23.2,Relaxed
62,3609,7.4,Relaxed
83,2506,26.7,Normal
92,1456,47.4,Mild Stress
95,1060,48.9,Moderate Stress
125,465,76.9,High Stress
87,1861,42.3,Mild Stress
69,3111,15.3,Relaxed
61,3298,15.9,Relaxed
106,1178,57.8,Moderate Stress
127,911,68.2,High Stress
74,2808,22.6,Normal
96,2262,46.0,Mild Stress
106,1039,63.0,Moderate Stress
75,2287,29.4,Normal
131,564,77.7,High Stress
98,611,66.0,Moderate Stress
119,582,71.2,Moderate Stress
124,389,75.3,High Stress
117,1446,62.3,Moderate Stress
85,2221,28.1,Mild Stress
63,3509,11.8,Relaxed
138,674,89.0,High Stress
86,2013,47.4,Mild Stress
72,2282,21.2,Normal
142,635,82.8,High Stress
80,2058,31.5,Normal
61,3447,11.8,Relaxed
58,2980,14.7,Relaxed
62,3471,14.1,Relaxed
62,3160,10.4,Relaxed
59,3560,13.5,Relaxed
105,1104,64.9,Moderate Stress
103,810,52.0,Moderate Stress
126,26,75.4,High Stress
61,2922,19.2,Relaxed
74,2210,29.0,Normal
148,770,89.5,High Stress
57,3981,0.0,Relaxed
60,2962,17.2,Relaxed
132,312,82.3,High Stress
64,3244,11.6,Relaxed
101,1194,57.3,Moderate Stress
134,539,85.3,High Stress
78,1568,48.4,Normal
90,1720,39.8,Mild Stress
90,1765,41.0,Mild Stress
138,24,90.3,High Stress
88,2449,34.4,Mild Stress
60,3071,22.1,Relaxed
119,978,73.3,Moderate Stress
139,359,79.0,High Stress
78,3269,28.1,Normal
114,1271,65.3,Moderate Stress
115,948,64.9,Moderate Stress
69,3156,21.3,Relaxed
75,2700,24.2,Normal
89,1674,42.6,Mild Stress
62,3256,14.9,Relaxed
144,473,92.0,High Stress
135,220,84.2,High Stress
80,2649,29.8,Normal
75,3181,33.1,Normal
89,2411,35.1,Mild Stress
80,2519,35.2,Normal
141,327,80.2,High Stress
127,503,75.5,High Stress
106,1988,51.2,Mild Stress
60,3233,6.0,Relaxed
82,2502,36.2,Normal
117,1103,63.7,Moderate Stress
59,3479,11.6,Relaxed
76,2177,32.8,Normal
93,1725,46.5,Mild Stress
62,2771,15.4,Relaxed
99,802,59.2,Mild Stress
56,3279,10.7,Relaxed
63,2925,20.2,Relaxed
63,3400,17.6,Relaxed
77,3228,23.8,Normal
71,2355,30.6,Normal
130,316,80.1,High Stress
74,3074,23.0,Normal
124,825,77.8,High Stress
87,1559,41.6,Mild Stress
65,2148,35.1,Normal
59,3083,16.7,Relaxed
110,1193,60.5,Moderate Stress
94,2294,42.4,Mild Stress
60,3010,15.9,Relaxed
125,393,75.3,High Stress
66,2961,13.4,Relaxed
102,1455,52.9,Moderate Stress
57,3235,6.8,Relaxed
65,3422,14.5,Relaxed
130,589,77.7,High Stress
59,3273,18.1,Relaxed
108,930,59.6,Moderate Stress
85,2923,26.5,Normal
88,2430,35.3,Mild Stress
105,1492,56.7,Moderate Stress
115,1366,66.6,Moderate Stress
90,1933,43.9,Mild Stress
64,3899,16.1,Relaxed
136,93,84.9,High Stress
76,3372,21.3,Normal
122,721,74.1,High Stress
59,3116,10.0,Relaxed
118,1822,59.4,Moderate Stress
60,3340,13.8,Relaxed
74,2856,25.8,Relaxed
128,348,78.5,High Stress
102,1228,61.5,Moderate Stress
107,712,63.6,Moderate Stress
87,1637,49.0,Mild Stress
58,3805,5.6,Relaxed
88,1183,47.8,Mild Stress
104,974,61.0,Moderate Stress
76,3360,20.9,Normal
89,1472,38.4,Mild Stress
101,1843,42.9,Mild Stress
118,1385,65.4,Moderate Stress
112,943,63.7,Moderate Stress
98,1732,43.8,Mild Stress
142,570,84.2,High Stress
73,2065,40.1,Normal
130,385,76.6,High Stress
70,3362,17.5,Relaxed
129,556,64.5,High Stress
134,687,80.0,High Stress
81,3766,27.5,Normal
141,626,78.8,High Stress
94,1992,45.4,Mild Stress
134,989,78.6,High Stress
108,1029,62.6,Moderate Stress
117,1076,72.8,Moderate Stress
94,2521,36.9,Mild Stress
80,2818,31.3,Normal
113,868,61.5,Moderate Stress
67,2143,13.6,Normal
139,365,90.7,High Stress
83,2443,38.8,Normal
79,2410,29.5,Normal
89,1723,43.2,Mild Stress
76,2057,37.5,Normal
112,1358,56.4,Moderate Stress
70,3872,9.9,Relaxed
82,1865,40.9,Mild Stress
141,44,94.9,High Stress
57,2660,18.3,Relaxed
107,904,65.0,Moderate Stress
93,1714,45.9,Mild Stress
92,1240,49.5,Mild Stress
94,1759,45.1,Mild Stress
86,1823,44.1,Mild Stress
90,1605,41.9,Mild Stress
77,3376,20.2,Normal
136,475,77.4,High Stress
129,788,76.1,High Stress
82,2246,40.1,Normal
108,699,68.9,Moderate Stress
67,2728,26.6,Normal
100,1434,57.7,Mild Stress
132,1177,76.0,High Stress
63,3104,17.1,Relaxed
113,1027,65.1,Moderate Stress
117,533,67.3,High Stress
141,670,80.6,High Stress
129,415,83.5,High Stress
113,1004,61.9,Moderate Stress
107,756,65.7,Moderate Stress
82,3196,28.7,Normal
95,2008,43.5,Mild Stress
124,487,78.7,High Stress
81,2773,30.8,Normal
133,890,78.0,High Stress
115,1084,66.1,Moderate Stress
60,3353,8.8,Relaxed
92,1856,49.8,Mild Stress
119,1495,54.4,Moderate Stress
143,549,86.2,High Stress
91,1896,43.7,Mild Stress
110,1054,63.2,Moderate Stress
91,1839,49.7,Mild Stress
106,1202,59.0,Moderate Stress
62,2922,10.7,Relaxed
136,643,78.0,High Stress
98,1930,43.3,Mild Stress
112,1684,54.0,Moderate Stress
78,2834,27.7,Normal
74,3596,19.3,Normal
96,1818,53.7,Mild Stress
106,1370,54.0,Moderate Stress
131,982,69.6,High Stress
93,1493,48.4,Mild Stress
59,3215,15.2,Relaxed
111,1225,63.1,Moderate Stress
98,1759,47.3,Mild Stress
82,2201,26.1,Mild Stress
93,1344,54.3,Mild Stress
90,2059,33.5,Mild Stress
69,2811,23.8,Normal
76,2261,35.2,Normal
140,988,79.8,High Stress
118,857,74.5,Moderate Stress
111,1480,61.8,Moderate Stress
98,2390,43.1,Mild Stress
106,1066,60.7,Moderate Stress
111,1771,53.1,Moderate Stress
126,535,71.6,High Stress
103,1070,57.7,Moderate Stress
83,2838,32.1,Normal
105,1289,58.9,Moderate Stress
97,2087,51.5,Mild Stress
110,1625,60.3,Moderate Stress
108,1243,64.7,Moderate Stress
138,800,75.6,High Stress
99,1606,43.6,Mild Stress
111,1487,65.9,Moderate Stress
58,3461,20.0,Relaxed
90,2198,38.1,Mild Stress
109,933,75.4,Moderate Stress
147,527,94.0,High Stress
127,581,72.3,High Stress
64,3411,12.8,Relaxed
63,3392,13.6,Relaxed
58,2675,11.8,Relaxed
95,1985,47.3,Mild Stress
103,1307,47.6,Moderate Stress
145,537,86.4,High Stress
105,1694,63.4,Moderate Stress
67,3196,22.4,Relaxed
64,3411,13.0,Relaxed
98,1518,61.1,Mild Stress
116,1358,64.8,Moderate Stress
118,1168,60.3,Moderate Stress
52,2268,18.6,Relaxed
70,3310,11.0,Relaxed
79,2956,28.7,Relaxed
72,2142,37.6,Normal
61,2974,22.5,Relaxed
105,1667,55.0,Moderate Stress
79,3316,23.1,Normal
110,1241,54.7,Moderate Stress
77,2217,34.8,Normal
87,1649,49.5,Mild Stress
70,3844,8.9,Relaxed
94,1784,50.4,Mild Stress
83,1997,40.1,Mild Stress
143,773,81.7,High Stress
138,255,74.4,High Stress
135,457,82.5,High Stress
114,1693,68.2,Moderate Stress
98,1907,59.4,Mild Stress
107,1616,50.3,Moderate Stress
93,1763,45.4,Mild Stress
59,3241,18.4,Relaxed
98,1570,55.9,Mild Stress
94,1071,52.4,Moderate Stress
96,1819,49.3,Mild Stress
84,2808,29.6,Normal
67,3079,22.7,Relaxed
76,1949,29.4,Normal
99,1576,49.1,Moderate Stress
110,1439,54.5,Moderate Stress
84,2188,35.9,Normal
107,1581,64.4,Moderate Stress
67,2835,25.0,Relaxed
108,1076,62.8,Moderate Stress
92,2320,38.2,Normal
125,670,78.1,High Stress
104,1148,54.0,Moderate Stress
73,2503,33.5,Normal
114,1006,61.3,Moderate Stress
121,1655,62.0,Moderate Stress
106,457,66.8,Moderate Stress
140,522,80.3,High Stress
120,1032,67.0,Moderate Stress
131,803,75.1,High Stress
89,1505,40.4,Mild Stress
57,2946,16.6,Relaxed
138,818,75.5,High Stress
90,1883,50.7,Mild Stress
70,2189,28.6,Normal
108,1236,65.9,Moderate Stress
133,660,74.2,High Stress
73,1972,36.2,Normal
130,684,81.0,High Stress
78,3142,28.7,Normal
98,880,59.5,Moderate Stress
102,1325,48.1,Moderate Stress
73,2431,32.5,Normal
66,3373,13.2,Relaxed
154,0,96.2,High Stress
125,562,67.0,High Stress
142,567,92.3,High Stress
56,3273,20.0,Relaxed
138,898,80.9,High Stress
76,2564,26.5,Normal
76,2499,32.7,Normal
144,425,84.0,High Stress
141,520,86.0,High Stress
67,3573,13.8,Relaxed
109,1105,62.2,Moderate Stress
92,1807,42.2,Mild Stress
139,462,80.6,High Stress
131,166,84.5,High Stress
74,2667,30.5,Normal
69,3021,24.2,Relaxed
129,147,78.9,High Stress
67,3390,20.0,Relaxed
61,3984,1.6,Relaxed
55,3269,10.4,Relaxed
60,3828,9.6,Relaxed
95,1241,51.1,Mild Stress
75,3073,21.9,Normal
81,3076,32.0,Normal
55,3414,0.0,Relaxed
102,1243,51.9,Moderate Stress
133,470,82.9,High Stress
70,3205,15.8,Normal
61,2988,16.6,Relaxed
133,666,79.4,High Stress
129,249,79.2,High Stress
108,908,58.8,Moderate Stress
54,3070,19.0,Relaxed
139,366,79.7,High Stress
135,1119,77.7,High Stress
71,3387,15.1,Relaxed
126,235,75.0,High Stress
75,2749,30.7,Normal
140,370,81.3,High Stress
133,738,78.3,High Stress
87,1970,38.1,Mild Stress
108,269,72.3,Moderate Stress
136,545,85.6,High Stress
63,3410,15.6,Relaxed
74,2495,28.9,Normal
124,1472,58.8,Moderate Stress
54,3589,7.3,Relaxed
85,2706,33.3,Mild Stress
87,1744,44.2,Mild Stress
86,1986,46.9,Mild Stress
67,1697,30.7,Normal
58,2897,10.6,Relaxed
115,883,67.6,Moderate Stress
119,671,73.5,High Stress
138,727,83.0,High Stress
103,740,60.3,Moderate Stress
63,3070,14.6,Relaxed
59,3714,8.7,Relaxed
89,1361,55.7,Mild Stress
97,2366,42.9,Mild Stress
129,592,77.0,High Stress
59,3475,12.4,Relaxed
63,3275,14.8,Relaxed
91,1607,45.9,Mild Stress
115,1448,62.0,Moderate Stress
107,1024,62.2,Moderate Stress
141,272,86.3,High Stress
127,729,72.6,High Stress
75,3236,18.9,Normal
91,1486,50.9,Mild Stress
91,1157,50.4,Mild Stress
108,772,59.3,Moderate Stress
76,2351,29.3,Normal
110,1651,57.9,Moderate Stress
97,1690,46.7,Mild Stress
69,2858,29.3,Relaxed
67,2635,21.4,Normal
110,1236,58.2,Moderate Stress
96,1706,43.0,Mild Stress
65,3517,17.8,Relaxed
74,3104,18.7,Normal
92,1552,55.4,Mild Stress
96,1771,46.5,Mild Stress
90,2288,34.9,Mild Stress
74,2955,29.3,Normal
76,2564,32.0,Normal
125,582,67.6,High Stress
76,2590,34.7,Normal
62,2511,17.9,Relaxed
124,792,73.4,High Stress
104,549,67.5,Moderate Stress
88,1759,41.7,Mild Stress
69,2770,27.6,Normal
114,425,65.9,Moderate Stress
84,2074,37.3,Normal
89,1735,46.2,Mild Stress
108,1152,63.9,Moderate Stress
84,2842,27.6,Normal
55,2828,17.4,Relaxed
146,609,81.0,High Stress
150,523,91.8,High Stress
118,1043,65.9,Moderate Stress
59,3540,9.7,Relaxed
97,1542,47.8,Mild Stress
90,2663,40.0,Normal
78,2152,40.5,Normal
92,1936,49.5,Mild Stress
81,3177,25.1,Normal
143,516,88.1,High Stress
67,3403,14.7,Relaxed
102,1600,54.3,Mild Stress
57,3105,5.3,Relaxed
81,3630,27.3,Normal
64,3429,13.7,Relaxed
81,2447,46.5,Normal
79,3021,28.7,Normal
63,2543,28.7,Relaxed
91,1498,53.5,Mild Stress
143,1001,76.2,High Stress
66,4005,14.4,Relaxed
73,3141,19.2,Normal
87,1265,49.9,Mild Stress
62,3286,19.3,Relaxed
107,688,62.0,Moderate Stress
92,1414,45.2,Mild Stress
130,808,69.4,High Stress
145,1035,85.1,High Stress
106,866,69.6,Moderate Stress
114,1113,69.1,Moderate Stress
66,3226,23.5,Relaxed
59,3535,3.1,Relaxed
123,321,75.6,High Stress
91,1744,42.0,Mild Stress
80,2232,33.6,Normal
74,2785,19.8,Normal
108,1083,63.2,Moderate Stress
93,1550,42.2,Mild Stress
73,2608,21.5,Normal
62,3003,15.1,Relaxed
85,1349,41.8,Mild Stress
90,2234,38.8,Normal
79,2889,30.5,Normal
70,2873,13.8,Normal
132,685,76.1,High Stress
93,2438,30.2,Mild Stress
95,1347,52.4,Mild Stress
56,3477,7.2,Relaxed
81,2238,31.2,Normal
136,848,73.7,High Stress
135,638,79.6,High Stress
110,1288,65.8,Moderate Stress
59,3346,2.3,Relaxed
82,2678,32.9,Normal
105,550,63.0,Moderate Stress
99,669,60.0,Moderate Stress
72,2472,33.9,Normal
85,2514,33.6,Normal
112,965,72.5,Moderate Stress
93,1390,49.2,Moderate Stress
93,1813,54.5,Mild Stress
66,3333,14.8,Relaxed
131,338,83.4,High Stress
72,2775,20.4,Normal
71,3725,7.4,Relaxed
55,2824,12.0,Relaxed
85,1907,36.0,Mild Stress
68,3202,14.8,Relaxed
120,361,76.1,High Stress
62,3209,7.7,Relaxed
151,0,100.0,High Stress
137,890,77.7,High Stress
120,570,75.4,High Stress
152,735,90.3,High Stress
138,1077,76.7,High Stress
78,2257,38.8,Normal
113,1346,62.1,Moderate Stress
71,2106,33.9,Normal
81,1876,38.4,Mild Stress
64,3715,7.2,Relaxed
134,616,85.0,High Stress
97,2107,46.9,Mild Stress
93,1932,43.5,Mild Stress
102,1750,50.3,Mild Stress
90,1673,41.5,Mild Stress
78,2084,39.6,Normal
126,418,73.6,High Stress
65,3594,18.0,Relaxed
142,687,85.0,High Stress
93,1977,47.2,Mild Stress
117,958,62.9,High Stress
106,862,56.0,Moderate Stress
80,2196,30.6,Normal
97,879,55.7,Moderate Stress
81,2939,32.5,Normal
147,498,85.7,High Stress
140,537,87.6,High Stress
78,2872,33.8,Normal
81,3115,27.5,Normal
117,1118,67.7,Moderate Stress
82,3117,25.6,Normal
89,2063,37.9,Mild Stress
118,1201,57.0,Moderate Stress
135,642,76.3,High Stress
118,1029,65.8,Moderate Stress
83,1455,46.3,Mild Stress
61,3646,14.3,Relaxed
96,1718,46.3,Mild Stress
125,823,77.0,High Stress
114,877,65.6,Moderate Stress
62,3384,13.9,Relaxed
78,1762,35.9,Normal
152,869,84.0,High Stress
94,1895,49.3,Mild Stress
116,778,68.4,Moderate Stress
77,2277,35.8,Normal
145,720,86.1,High Stress
77,2505,33.8,Normal
61,3594,12.8,Relaxed
107,904,56.6,Moderate Stress
127,551,77.3,High Stress
78,2089,36.5,Normal
61,3687,13.0,Relaxed
76,2924,21.3,Normal
127,741,73.5,High Stress
55,3477,7.4,Relaxed
59,3034,11.0,Relaxed
64,3952,10.9,Relaxed
140,517,78.9,High Stress
120,633,67.4,Moderate Stress
83,2774,29.6,Normal
70,3121,18.8,Relaxed
110,907,65.3,Moderate Stress
141,667,81.2,High Stress
63,3046,12.2,Relaxed
62,3326,6.5,Relaxed
96,1338,55.6,Moderate Stress
94,1314,52.6,Mild Stress
77,2308,32.7,Normal
104,2307,46.9,Mild Stress
61,2622,19.0,Relaxed
65,3459,14.0,Relaxed
143,366,84.7,High Stress
126,1100,65.1,High Stress
105,1908,53.2,Moderate Stress
96,1650,48.4,Moderate Stress
110,914,62.0,Moderate Stress
57,3378,7.5,Relaxed
77,3050,18.7,Normal
155,992,91.0,High Stress
140,732,79.4,High Stress
93,1658,44.3,Mild Stress
134,527,80.1,High Stress
134,581,77.2,High Stress
100,2602,42.6,Mild Stress
133,183,79.0,High Stress
136,823,74.7,High Stress
112,1423,60.8,Moderate Stress
75,2503,32.1,Normal
125,820,69.0,High Stress
102,865,55.8,Moderate Stress
62,3635,9.8,Relaxed
68,3232,20.2,Relaxed
94,2091,40.7,Mild Stress
90,2139,39.2,Mild Stress
96,1938,41.7,Mild Stress
128,584,81.9,High Stress
76,2849,23.1,Normal
105,2382,41.9,Mild Stress
94,1547,46.3,Mild Stress
65,3034,17.7,Relaxed
70,2347,28.8,Normal
120,1183,66.9,Moderate Stress
120,954,67.7,High Stress
88,2295,35.4,Mild Stress
110,1538,59.9,Moderate Stress
133,413,78.5,High Stress
132,1117,72.3,High Stress
135,635,74.8,High Stress
72,2625,30.3,Normal
103,1243,52.9,Moderate Stress
60,4074,0.0,Relaxed
141,814,78.2,High Stress
139,697,87.1,High Stress
96,1944,45.5,Mild Stress
139,601,87.3,High Stress
69,3475,15.1,Normal
114,1319,63.8,Moderate Stress
134,512,81.5,High Stress
82,1490,44.6,Mild Stress
77,2813,28.6,Normal
91,1211,40.7,Mild Stress
81,2722,31.8,Normal
112,1193,58.6,Moderate Stress
141,998,77.8,High Stress
132,957,82.3,High Stress
104,1117,59.5,Moderate Stress
67,2707,17.5,Normal
142,502,77.9,High Stress
56,3887,10.7,Relaxed
149,496,86.4,High Stress
59,2901,16.2,Relaxed
73,1873,34.7,Normal
83,3038,32.2,Normal
129,341,73.9,High Stress
73,3270,15.8,Relaxed
138,451,91.5,High Stress
76,3227,25.0,Normal
111,941,69.0,Moderate Stress
75,2141,31.0,Normal
83,1896,40.1,Mild Stress
58,3011,14.7,Relaxed
91,2238,38.6,Mild Stress
93,1699,53.3,Mild Stress
108,1212,54.6,Moderate Stress
74,2242,28.2,Normal
113,1752,65.3,Moderate Stress
92,1582,48.2,Mild Stress
87,1733,45.4,Mild Stress
131,461,77.7,High Stress
63,3071,15.0,Relaxed
133,417,74.8,High Stress
107,1260,67.3,Moderate Stress
93,1629,52.9,Mild Stress
81,2960,26.8,Normal
97,2202,48.4,Mild Stress
63,3507,19.4,Relaxed
97,1064,56.5,Moderate Stress
66,3674,8.2,Relaxed
127,411,63.4,High Stress
121,1378,69.8,Moderate Stress
87,1971,38.4,Mild Stress
119,1537,67.6,Moderate Stress
140,1024,83.5,High Stress
91,1297,51.7,Mild Stress
90,1912,42.1,Mild Stress
65,3940,9.5,Relaxed
62,2732,23.0,Relaxed
93,1646,40.6,Mild Stress
110,1108,66.5,Moderate Stress
90,2187,39.2,Mild Stress
116,1792,51.0,Moderate Stress
77,2818,19.7,Normal
106,1440,60.5,Moderate Stress
131,1153,70.7,High Stress
108,1050,56.9,Moderate Stress
114,1540,59.7,Moderate Stress
77,2567,35.7,Normal
56,3520,13.2,Relaxed
93,1540,51.5,Mild Stress
62,3317,15.0,Relaxed
95,1580,51.4,Mild Stress
72,2458,26.9,Normal
128,716,76.3,High Stress
148,799,86.9,High Stress
131,1083,76.0,High Stress
67,3685,18.4,Relaxed
69,3372,18.9,Normal
115,1411,60.3,Moderate Stress
142,223,91.2,High Stress
58,3314,13.5,Relaxed
114,1169,60.7,Moderate Stress
150,699,91.9,High Stress
59,3728,2.2,Relaxed
117,1147,57.0,Moderate Stress
73,2359,29.3,Normal
107,1093,58.1,Moderate Stress
132,569,75.1,High Stress
87,1842,41.4,Mild Stress
85,1899,42.8,Normal
113,803,67.2,Moderate Stress
90,2104,40.5,Mild Stress
78,2739,28.9,Normal
140,401,91.3,High Stress
108,835,62.9,Moderate Stress
124,870,78.8,Moderate Stress
140,375,89.1,High Stress
62,3186,7.1,Relaxed
64,3906,11.8,Relaxed
148,1036,79.3,High Stress
112,1733,61.1,Moderate Stress
135,597,85.2,High Stress
77,2889,29.3,Normal
136,608,76.2,High Stress
63,3365,16.9,Relaxed
111,1274,62.5,Moderate Stress
66,2840,22.3,Normal
113,1231,65.5,Moderate Stress
126,524,82.1,High Stress
117,1413,67.7,Moderate Stress
112,1015,68.9,Moderate Stress
133,877,80.7,High Stress
130,336,81.9,High Stress
91,1854,49.2,Mild Stress
67,3151,20.1,Normal
112,1334,60.2,Moderate Stress
105,1714,53.0,Moderate Stress
87,1812,44.5,Mild Stress
139,344,86.3,High Stress
78,2695,27.4,Normal
81,2520,30.8,Normal
60,3385,13.0,Relaxed
64,3347,17.3,Relaxed
99,1555,51.6,Mild Stress
130,510,78.3,High Stress
85,1693,49.0,Mild Stress
108,788,62.6,Moderate Stress
62,3145,18.7,Relaxed
57,3137,19.2,Relaxed
65,2792,28.6,Relaxed
79,2313,36.0,Normal
61,3137,16.3,Relaxed
58,3992,0.0,Relaxed
119,1541,62.1,Moderate Stress
130,334,81.6,High Stress
138,936,72.9,High Stress
74,2013,28.7,Normal
105,527,57.9,Moderate Stress
130,785,76.2,High Stress
92,2239,42.1,Mild Stress
135,829,73.9,High Stress
64,2790,17.6,Relaxed
60,4032,5.3,Relaxed
76,2645,31.9,Normal
79,2984,17.7,Normal
68,3643,18.4,Relaxed
96,2398,37.2,Mild Stress
111,1134,60.8,Moderate Stress
137,683,90.8,High Stress
107,1361,55.0,Moderate Stress
63,2946,21.2,Relaxed
125,400,82.6,High Stress
80,3409,19.1,Normal
84,1782,32.9,Mild Stress
78,1996,40.8,Normal
90,2097,40.7,Mild Stress
133,599,79.7,High Stress
116,1120,65.2,Moderate Stress
86,1778,32.8,Mild Stress
132,831,75.5,High Stress
93,1865,42.1,Mild Stress
100,1459,51.6,Moderate Stress
108,727,69.2,Moderate Stress
74,2581,39.2,Normal
71,2813,22.4,Normal
81,2847,33.8,Normal
107,1314,60.7,Moderate Stress
113,1698,60.6,Moderate Stress
76,2516,37.2,Normal
55,2956,21.3,Relaxed
106,1211,57.2,Moderate Stress
101,1422,48.6,Moderate Stress
129,942,74.6,High Stress
135,700,82.2,High Stress
114,907,68.7,Moderate Stress
77,1566,39.3,Normal
58,3574,6.1,Relaxed
81,2546,31.4,Normal
109,1498,56.0,Moderate Stress
72,2708,17.4,Normal
137,491,80.4,High Stress
98,1951,43.8,Moderate Stress
96,2154,38.6,Mild Stress
84,1967,38.6,Mild Stress
92,1728,40.3,Mild Stress
140,307,84.0,High Stress
67,2712,25.4,Normal
57,3139,17.3,Relaxed
79,2626,25.5,Normal
82,1420,40.1,Mild Stress
96,1791,43.9,Mild Stress
67,3370,18.1,Relaxed
67,3682,15.1,Relaxed
101,908,60.0,Moderate Stress
87,2036,42.8,Mild Stress
131,686,81.5,High Stress
142,361,90.3,High Stress
65,2926,19.6,Relaxed
100,1797,55.9,Mild Stress
114,1437,52.8,Moderate Stress
146,907,81.8,High Stress
79,2893,22.7,Normal
112,1195,59.9,Moderate Stress
86,2709,31.2,Normal
143,531,88.2,High Stress
82,1716,46.9,Mild Stress
93,2262,48.1,Mild Stress
62,3085,18.8,Relaxed
75,2875,27.8,Normal
80,3507,19.6,Normal
142,432,84.0,High Stress
109,749,64.8,Moderate Stress
92,2321,38.9,Normal
136,461,78.6,High Stress
83,2671,29.1,Normal
67,3229,17.5,Normal
100,797,61.6,Moderate Stress
93,1952,43.7,Mild Stress
63,3370,6.8,Relaxed
146,351,91.3,High Stress
63,3602,21.0,Relaxed
85,1876,40.5,Mild Stress
63,3788,6.6,Relaxed
84,2006,40.0,Mild Stress
90,1436,47.4,Mild Stress
111,622,64.8,Moderate Stress
62,2666,24.9,Relaxed
87,1752,48.2,Mild Stress
62,3152,9.8,Relaxed
64,3575,7.6,Relaxed
84,2006,38.6,Mild Stress
94,1822,44.5,Mild Stress
75,3498,25.0,Normal
97,1828,52.4,Mild Stress
58,3272,10.3,Relaxed
97,1926,53.2,Mild Stress
65,3623,8.2,Relaxed
98,2044,46.2,Mild Stress
112,1462,69.4,Moderate Stress
59,3630,10.2,Relaxed
59,3450,10.8,Relaxed
82,866,52.2,Mild Stress
75,2770,26.5,Normal
124,761,68.5,High Stress
141,911,82.7,High Stress
109,1452,60.2,Moderate Stress
84,1503,44.8,Mild Stress
99,1419,53.0,Mild Stress
106,1430,52.3,Moderate Stress
66,3636,13.1,Relaxed
91,1405,49.2,Mild Stress
141,625,79.1,High Stress
66,2356,22.0,Normal
95,1495,44.0,Mild Stress
96,1773,38.9,Mild Stress
